"","X","year","EU","country","avgIGO","fdi","income","incomeGrowth","loan","polity","pop","rank","corruptControl","stateFragility","elecDem","interact","income.f","polity.f","loan.f"
"314","314",2011,0,"Moldova (the Republic of)",34,4.959654331,8.495287895,0.008017331,7.26410532,9,40.77811,132,-0.620218515,81.2,0.7,0.072155982,"Moderately Low","Democratic","High Debt"
"315","315",2012,0,"Moldova (the Republic of)",34,3.442426682,8.488677025,-0.000778181,7.706989288,9,40.74754,132,-0.613747001,78.7,0.697,-0.007003628,"Moderately Low","Democratic","High Debt"
"316","316",2006,0,"Romania",71,8.909854889,9.621364594,0.009118415,2.008308172,9,212.05977,73,-0.163892493,62.6,0.667,0.082065739,"Moderately High","Democratic","High Debt"
"317","317",2007,1,"Romania",71,5.742555141,9.698476791,0.008014685,1.479977369,9,209.79708,73,-0.182706296,60.9,0.651,0.072132163,"Moderately High","Democratic","Low Debt"
"318","318",2008,1,"Romania",71,6.39864254,9.791090012,0.009549255,1.203881502,9,207.41669,74,-0.142836705,59.9,0.658,0.085943289,"Moderately High","Democratic","Low Debt"
"319","319",2009,1,"Romania",71,2.686770916,9.729019165,-0.006339523,1.735218167,9,205.10263,83,-0.262549996,61.3,0.679,-0.057055712,"Moderately High","Democratic","Low Debt"
"320","320",2010,1,"Romania",71,1.928339124,9.73136425,0.00024104,1.698282361,9,202.98838,87,-0.226526499,60.2,0.668,0.002169362,"Moderately High","Democratic","Low Debt"
"321","321",2011,1,"Romania",71,1.285529613,9.751135826,0.002031737,1.913601995,9,201.11664,83,-0.213255197,59.8,0.659,0.018285636,"Moderately High","Democratic","Low Debt"
"322","322",2012,1,"Romania",71,1.775304317,9.765849113,0.001508879,2.068104506,9,199.44954,82,-0.263397515,59.5,0.662,0.013579914,"Moderately High","Democratic","High Debt"
"323","323",2006,1,"Estonia",37,13.04073429,10.02571201,0.010322322,0,9,13.49369,23,1.020037055,51,0.902,0.092900902,"Moderately High","Democratic","No Debt"
"324","324",2007,1,"Estonia",37,15.4203968,10.10415268,0.00782395,0,9,13.44233,16,1.003258944,50.5,0.881,0.070415549,"High","Democratic","No Debt"
"325","325",2008,1,"Estonia",37,7.742610931,10.05163193,-0.005197937,0,9,13.39941,18,0.990575671,51,0.888,-0.046781436,"High","Democratic","No Debt"
"326","326",2009,1,"Estonia",37,9.492747307,9.895285606,-0.015554322,0,9,13.36013,24,1.007583976,51.2,0.879,-0.139988899,"Moderately High","Democratic","No Debt"
"327","327",2010,1,"Estonia",37,13.3026104,9.922556877,0.002755986,0,9,13.32089,18,0.995167315,50.7,0.877,0.024803877,"Moderately High","Democratic","No Debt"
"328","328",2011,1,"Estonia",37,4.827558041,9.998673439,0.007671063,0,9,13.28068,18,1.052500963,49.3,0.906,0.069039568,"Moderately High","Democratic","No Debt"
"329","329",2012,1,"Estonia",37,7.759292126,10.05223846,0.005357213,0,9,13.2404,18,1.096037984,47.5,0.906,0.04821492,"High","Democratic","No Debt"
"330","330",2006,1,"Latvia",41,7.949722767,9.832913399,0.012908532,0,8,21.99105,84,0.369864106,56.2,0.836,0.103268258,"Moderately High","Democratic","No Debt"
"331","331",2007,1,"Latvia",41,8.781932831,9.940552711,0.010946838,0,8,21.71378,82,0.352403998,56.7,0.812,0.087574705,"Moderately High","Democratic","No Debt"
"332","332",2008,1,"Latvia",41,4.024856567,9.916501999,-0.002419454,0,8,21.44215,84,0.254886389,54.5,0.804,-0.019355634,"Moderately High","Democratic","No Debt"
"333","333",2009,1,"Latvia",41,0,9.774241447,-0.01434584,0,8,21.17307,89,0.226274103,54.6,0.808,-0.114766717,"Moderately High","Democratic","No Debt"
"334","334",2010,1,"Latvia",41,1.833082914,9.748438835,-0.002639858,0,8,20.90519,83,0.228307098,55.4,0.808,-0.021118866,"Moderately High","Democratic","No Debt"
"335","335",2011,1,"Latvia",41,5.316447735,9.821631432,0.007508135,0,8,20.63661,89,0.286647707,54.2,0.856,0.060065079,"Moderately High","Democratic","No Debt"
"336","336",2012,1,"Latvia",41,3.835926533,9.873862267,0.005317939,0,8,20.3709,86,0.245459005,51.9,0.878,0.042543512,"Moderately High","Democratic","No Debt"
"337","337",2006,1,"Lithuania",39,6.840974331,9.796151161,0.008524638,0,10,33.05529,69,0.161695004,49.7,0.845,0.085246377,"Moderately High","Democratic","No Debt"
"338","338",2007,1,"Lithuania",39,5.771450996,9.913844109,0.012014203,0,10,32.64304,62,0.130149305,49,0.845,0.120142028,"Moderately High","Democratic","No Debt"
"339","339",2008,1,"Lithuania",39,3.986456633,9.953512192,0.004001282,0,10,32.19802,62,0.139662296,48.7,0.849,0.040012818,"Moderately High","Democratic","No Debt"
"340","340",2009,1,"Lithuania",39,0.048024375,9.80799675,-0.014619507,0,10,31.72436,70,0.231553197,48,0.844,-0.146195069,"Moderately High","Democratic","No Debt"
"341","341",2010,1,"Lithuania",39,2.331116199,9.840021133,0.00326513,0,10,31.22835,68,0.376731902,47.8,0.83,0.032651298,"Moderately High","Democratic","No Debt"
"342","342",2011,1,"Lithuania",39,3.537486315,9.915583611,0.007679097,0,10,30.70593,63,0.327106088,45.3,0.83,0.076790966,"Moderately High","Democratic","No Debt"
"343","343",2012,1,"Lithuania",39,1.343443274,9.97099781,0.005588597,0,10,30.16496,60,0.393993914,44.2,0.827,0.055885967,"Moderately High","Democratic","No Debt"
"344","344",2006,0,"Ukraine",47,5.200779915,9.190670967,0.008698652,2.191730499,7,465.02718,52,-0.750817776,72.9,0.616,0.060890563,"Moderately High","Democratic","High Debt"
"345","345",2007,0,"Ukraine",47,7.14200592,9.275094986,0.009185839,1.618149519,7,462.49196,51,-0.797421575,71.4,0.645,0.064300872,"Moderately High","Democratic","Low Debt"
"346","346",2008,0,"Ukraine",47,5.944695473,9.302065849,0.00290788,1.679135323,7,460.28476,54,-0.838496208,70.8,0.635,0.020355161,"Moderately High","Democratic","Low Debt"
"347","347",2009,0,"Ukraine",47,4.068148613,9.142246246,-0.017181087,2.809803486,7,458.30711,56,-1.039394021,69.7,0.581,-0.120267615,"Moderately High","Democratic","High Debt"
"348","348",2010,0,"Ukraine",47,4.742923737,9.186356544,0.004824886,2.361673832,6,456.47497,55,-1.027053952,69.5,0.554,0.028949317,"Moderately High","Democratic","High Debt"
"349","349",2011,0,"Ukraine",47,4.417145252,9.243105888,0.006177568,1.954358578,6,454.7769,50,-1.049991965,69,0.521,0.037065409,"Moderately High","Democratic","Low Debt"
"350","350",2012,0,"Ukraine",47,4.650663376,9.248102188,0.000540543,1.833880305,6,453.19949,52,-1.077376962,67.2,0.485,0.003243261,"Moderately High","Democratic","Low Debt"
"351","351",2006,0,"Belarus",35,0.966328382,9.472792625,0.010706653,0,-7,95.94233,45,-0.620269716,84.5,0.217,-0.074946567,"Moderately High","Authoritarian","No Debt"
"352","352",2007,0,"Belarus",35,3.991616249,9.558843613,0.009084014,0,-7,95.56061,48,-0.659401715,85.2,0.227,-0.063588098,"Moderately High","Authoritarian","No Debt"
"353","353",2008,0,"Belarus",35,3.600682259,9.659480095,0.010528103,0,-7,95.26453,43,-0.628875613,84.4,0.231,-0.073696718,"Moderately High","Authoritarian","No Debt"
"354","354",2009,0,"Belarus",35,3.813286304,9.663208008,0.000385933,0.519472599,-7,95.05319,40,-0.628215015,82.3,0.234,-0.002701532,"Moderately High","Authoritarian","Low Debt"
"355","355",2010,0,"Belarus",35,2.435056448,9.739155769,0.007859477,0.509128511,-7,94.92122,39,-0.694098711,78.7,0.229,-0.055016339,"Moderately High","Authoritarian","Low Debt"
"356","356",2011,0,"Belarus",35,6.480802059,9.793580055,0.005588193,0.514182925,-7,94.87674,30,-0.679450989,77.6,0.208,-0.039117355,"Moderately High","Authoritarian","Low Debt"
"357","357",2012,0,"Belarus",35,2.228206873,9.810537338,0.001731469,0.646003425,-7,94.90962,32,-0.517496705,76.6,0.219,-0.012120285,"Moderately High","Authoritarian","Low Debt"
"358","358",2006,0,"Armenia",28,7.307314873,8.921474457,0.014580156,13.26821899,5,30.02161,138,-0.670822501,71.5,0.35,0.07290078,"Moderately Low","Anocracies","High Debt"
"359","359",2007,0,"Armenia",28,7.252332211,9.054989815,0.014965615,10.53677177,5,29.88117,126,-0.742384374,70.3,0.351,0.074828073,"Moderately Low","Anocracies","High Debt"
"360","360",2008,0,"Armenia",28,8.092349052,9.126548767,0.00790271,8.834079742,5,29.75029,121,-0.708097577,70.7,0.33,0.039513551,"Moderately Low","Anocracies","High Debt"
"361","361",2009,0,"Armenia",28,8.788694382,8.976984024,-0.016387876,14.04060936,5,29.66108,135,-0.619757712,74.3,0.334,-0.081939384,"Moderately Low","Anocracies","High Debt"
"362","362",2010,0,"Armenia",28,5.71603775,8.999773979,0.00253871,13.67699814,5,29.63496,140,-0.696304202,74.1,0.34,0.012693549,"Moderately Low","Anocracies","High Debt"
"363","363",2011,0,"Armenia",28,6.440668583,9.043719292,0.004882935,13.19306183,5,29.67984,137,-0.656885028,72.3,0.332,0.024414675,"Moderately Low","Anocracies","High Debt"
"364","364",2012,0,"Armenia",28,4.676727772,9.109437943,0.007266772,13.85515308,5,29.78339,136,-0.58778739,72.2,0.377,0.036333863,"Moderately Low","Anocracies","High Debt"
"365","365",2006,0,"Georgia",32,15.12373257,8.809290886,0.011486798,10.13321972,7,44.29186,137,0.044396602,82.2,0.606,0.080407582,"Moderately Low","Democratic","High Debt"
"366","366",2007,0,"Georgia",32,18.4807148,8.937604904,0.01456576,8.69853878,6,43.85885,134,-0.134558693,82.3,0.577,0.087394565,"Moderately Low","Democratic","High Debt"
"367","367",2008,0,"Georgia",32,12.47914791,8.973160744,0.003978229,7.733204842,6,43.4329,138,-0.108392999,83.8,0.528,0.023869375,"Moderately Low","Democratic","High Debt"
"368","368",2009,0,"Georgia",32,6.113389969,8.945373535,-0.003096703,11.64119244,6,42.98591,132,-0.123984501,91.8,0.557,-0.018580215,"Moderately Low","Democratic","High Debt"
"369","369",2010,0,"Georgia",32,7.736180782,9.016875267,0.007993152,11.67441463,6,42.50132,137,0.007957,90.4,0.559,0.047958914,"Moderately Low","Democratic","High Debt"
"370","370",2011,0,"Georgia",32,8.078248024,9.098988533,0.009106621,10.35268688,6,41.96401,128,0.118363596,86.4,0.544,0.054639727,"Moderately Low","Democratic","High Debt"
"371","371",2012,0,"Georgia",32,5.950200081,9.1748209,0.008334153,10.37615681,6,41.3892,126,0.401268601,84.8,0.569,0.050004922,"Moderately High","Democratic","High Debt"
"372","372",2006,0,"Azerbaijan",31,21.37906456,9.308539391,0.031547301,2.802747011,-7,86.62137,85,-1.089758992,81.9,0.192,-0.220831096,"Moderately High","Authoritarian","High Debt"
"373","373",2007,0,"Azerbaijan",31,13.90071487,9.523763657,0.023121163,2.063010216,-7,87.63359,90,-1.122895002,81.2,0.196,-0.161848143,"Moderately High","Authoritarian","High Debt"
"374","374",2008,0,"Azerbaijan",31,8.160909653,9.612485886,0.009315879,1.58728683,-7,88.68713,82,-1.148548007,81,0.193,-0.065211155,"Moderately High","Authoritarian","Low Debt"
"375","375",2009,0,"Azerbaijan",31,6.547600746,9.689523697,0.008014348,2.11920166,-7,89.80488,92,-1.188454032,84.6,0.207,-0.056100439,"Moderately High","Authoritarian","High Debt"
"376","376",2010,0,"Azerbaijan",31,6.338044643,9.721485138,0.003298556,2.009825468,-7,90.99893,96,-1.243801951,84.4,0.208,-0.023089895,"Moderately High","Authoritarian","High Debt"
"377","377",2011,0,"Azerbaijan",31,6.800620556,9.691293716,-0.003105639,1.932460308,-7,92.27512,93,-1.178858042,81.9,0.205,0.021739472,"Moderately High","Authoritarian","Low Debt"
"378","378",2012,0,"Azerbaijan",31,7.596083641,9.697675705,0.000658528,2.355980635,-7,93.61477,90,-1.126893997,79.8,0.199,-0.004609696,"Moderately High","Authoritarian","High Debt"
"379","379",2006,1,"Finland",99,2.138794661,10.55461216,0.003413158,0,10,52.666,16,2.464972019,18.2,0.866,0.034131583,"High","Democratic","No Debt"
"380","380",2007,1,"Finland",99,8.608610153,10.60085392,0.00438119,0,10,52.89333,18,2.400549889,18.5,0.889,0.043811902,"High","Democratic","No Debt"
"381","381",2008,1,"Finland",99,6.838304996,10.60334969,0.000235431,0,10,53.1417,20,2.337260008,18.4,0.891,0.002354306,"High","Democratic","No Debt"
"382","382",2009,1,"Finland",99,0,10.51210022,-0.00860572,0,10,53.40485,22,2.251192093,19.2,0.895,-0.086057201,"High","Democratic","No Debt"
"383","383",2010,1,"Finland",99,4.933997631,10.53650284,0.002321384,0,10,53.67693,19,2.159787893,19.3,0.898,0.023213837,"High","Democratic","No Debt"
"384","384",2011,1,"Finland",99,0,10.55666065,0.001913141,0,10,53.95816,20,2.198591948,19.7,0.885,0.019131409,"High","Democratic","No Debt"
"385","385",2012,1,"Finland",99,1.921589017,10.53696728,-0.001865493,0,10,54.24644,20,2.235260963,20,0.887,-0.018654928,"High","Democratic","No Debt"
"386","386",2006,1,"Sweden",102,5.250230789,10.6286602,0.003731427,0,10,90.87251,58,2.196595907,18.2,0.919,0.037314273,"High","Democratic","No Debt"
"387","387",2007,1,"Sweden",102,9.459197044,10.6548996,0.00246874,0,10,91.53316,58,2.244637012,19.3,0.932,0.024687396,"High","Democratic","No Debt"
"388","388",2008,1,"Sweden",102,8.062125206,10.64136791,-0.001269997,0,10,92.26333,60,2.227349043,19.8,0.93,-0.012699965,"High","Democratic","No Debt"
"389","389",2009,1,"Sweden",102,2.085587025,10.57980728,-0.00578503,0,10,93.03432,63,2.253190994,20.6,0.93,-0.057850298,"High","Democratic","No Debt"
"390","390",2010,1,"Sweden",102,0.12799564,10.62953091,0.004699861,0,10,93.82297,59,2.274586916,20.9,0.935,0.046998613,"High","Democratic","No Debt"
"391","391",2011,1,"Sweden",102,1.239430666,10.64732933,0.001674432,0,10,94.62352,65,2.196957111,22.8,0.916,0.016744317,"High","Democratic","No Debt"
"392","392",2012,1,"Sweden",102,0.785748065,10.6359272,-0.001070891,0,10,95.43457,65,2.312869072,21.3,0.941,-0.01070891,"High","Democratic","No Debt"
"393","393",2006,0,"Norway",97,3.438643694,11.32519627,0.001279663,0,10,46.67105,21,2.133687973,16.8,0.914,0.012796632,"High","Democratic","No Debt"
"394","394",2007,0,"Norway",97,6.184783459,11.34352684,0.001618566,0,10,47.16584,21,1.99258101,17.1,0.914,0.016185656,"High","Democratic","No Debt"
"395","395",2008,0,"Norway",97,4.448821068,11.33575916,-0.000684767,0,10,47.71633,23,1.906427026,16.8,0.914,-0.006847674,"High","Democratic","No Debt"
"396","396",2009,0,"Norway",97,2.23364234,11.3071661,-0.002522378,0,10,48.30371,23,1.994784951,18.3,0.912,-0.025223775,"High","Democratic","No Debt"
"397","397",2010,0,"Norway",97,5.041413307,11.30064201,-0.000576987,0,10,48.91251,23,2.085211039,18.7,0.905,-0.005769868,"High","Democratic","No Debt"
"398","398",2011,0,"Norway",97,2.064088106,11.29754734,-0.000273849,0,10,49.53945,22,2.149326086,20.4,0.908,-0.002738493,"High","Democratic","No Debt"
"399","399",2012,0,"Norway",97,5.371284485,11.31174374,0.001256591,0,10,50.18367,23,2.25640893,23.9,0.908,0.012565909,"High","Democratic","No Debt"
"400","400",2006,1,"Denmark",104,0.843187153,10.73056793,0.003087406,0,10,54.40696,27,2.469990969,24.8,0.916,0.030874059,"High","Democratic","No Debt"
"401","401",2007,1,"Denmark",104,3.697114706,10.73395729,0.00031586,0,10,54.66988,30,2.446026087,22.2,0.914,0.003158601,"High","Democratic","No Debt"
"402","402",2008,1,"Denmark",104,0.620106697,10.72158623,-0.001152517,0,10,54.95302,31,2.393064022,21.5,0.917,-0.011525165,"High","Democratic","No Debt"
"403","403",2009,1,"Denmark",104,1.173902035,10.66420174,-0.005352239,0,10,55.23755,32,2.446495056,23.2,0.917,-0.053522393,"High","Democratic","No Debt"
"404","404",2010,1,"Denmark",104,0,10.67541027,0.001051043,0,10,55.50959,33,2.358993053,22.9,0.91,0.01051043,"High","Democratic","No Debt"
"405","405",2011,1,"Denmark",104,3.941502333,10.68226147,0.000641774,0,10,55.76577,39,2.404428959,23.8,0.911,0.006417735,"High","Democratic","No Debt"
"406","406",2012,1,"Denmark",104,0,10.67716312,-0.000477272,0,10,56.00972,42,2.381078959,23,0.911,-0.004772719,"High","Democratic","No Debt"
"407","407",2006,0,"Senegal",81,3.094259739,7.636996269,-0.000362694,5.361785412,8,115.7843,174,-0.372865707,66.1,0.721,-0.002901555,"Low","Democratic","High Debt"
"408","408",2007,0,"Senegal",81,3.110383987,7.658038616,0.002755317,5.842562675,7,118.9723,172,-0.507814825,66.9,0.722,0.019287219,"Low","Democratic","High Debt"
"409","409",2008,0,"Senegal",81,3.377497435,7.666639805,0.001123158,5.851846218,7,122.29703,176,-0.497830898,70.9,0.699,0.007862107,"Low","Democratic","High Debt"
"410","410",2009,0,"Senegal",81,2.576247454,7.662212849,-0.000577431,7.235363007,7,125.81624,173,-0.486338794,74.2,0.697,-0.004042018,"Low","Democratic","High Debt"
"411","411",2010,0,"Senegal",81,2.099232674,7.673774242,0.001508884,7.90225029,7,129.56791,174,-0.637994111,74.6,0.699,0.010562192,"Low","Democratic","High Debt"
"412","412",2011,0,"Senegal",81,2.350247145,7.660810947,-0.001689298,8.249916077,7,133.57003,174,-0.4963229,76.8,0.703,-0.011825089,"Low","Democratic","High Debt"
"413","413",2012,0,"Senegal",81,1.941436172,7.672333241,0.001504057,9.320372581,7,137.80108,176,-0.256623298,79.3,0.695,0.010528397,"Low","Democratic","High Debt"
"414","414",2006,0,"Niger (the)",64,1.104393721,6.656435966,0.002866954,5.179986,6,139.9553,166,-0.84776628,87,0.599,0.017201725,"Low","Democratic","High Debt"
"415","415",2007,0,"Niger (the)",64,2.305626392,6.650101185,-0.000951678,5.473178864,6,145.27631,168,-0.751894712,91.2,0.618,-0.005710066,"Low","Democratic","High Debt"
"416","416",2008,0,"Niger (the)",64,5.217769146,6.703999043,0.008104818,4.591547012,6,150.8513,167,-0.720100522,94.5,0.623,0.048628908,"Low","Democratic","High Debt"
"417","417",2009,0,"Niger (the)",64,11.69657421,6.658668518,-0.006761714,4.923605919,-3,156.72194,170,-0.610280991,96.5,0.45,0.020285141,"Low","Anocracies","High Debt"
"418","418",2010,0,"Niger (the)",64,13.91706181,6.700256824,0.006245739,4.813074589,3,162.9199,170,-0.661095977,97.8,0.26,0.018737217,"Low","Anocracies","High Debt"
"419","419",2011,0,"Niger (the)",64,16.62913704,6.683397293,-0.002516252,5.532479286,6,169.46485,171,-0.63972187,99.1,0.562,-0.015097509,"Low","Democratic","High Debt"
"420","420",2012,0,"Niger (the)",64,12.11826801,6.755514622,0.010790519,6.44166708,6,176.35782,171,-0.641726196,96.9,0.684,0.064743116,"Low","Democratic","High Debt"
"421","421",2006,0,"Cote d'Ivoire",80,1.969861627,7.824161053,-0.001577304,12.93974209,0,184.86392,192,-1.19845295,109.2,0.452,0,"Low","Anocracies","High Debt"
"422","422",2007,0,"Cote d'Ivoire",80,2.178644657,7.819973946,-0.000535151,11.73892975,0,188.62172,192,-1.091263056,107.3,0.471,0,"Low","Anocracies","High Debt"
"423","423",2008,0,"Cote d'Ivoire",80,1.925661325,7.861664772,0.005331325,7.899590015,0,192.61647,192,-1.107820988,104.6,0.471,0,"Low","Anocracies","High Debt"
"424","424",2009,0,"Cote d'Ivoire",80,1.631267071,7.871925354,0.001305141,7.510037899,0,196.84909,195,-1.104133964,102.5,0.449,0,"Low","Anocracies","High Debt"
"425","425",2010,0,"Cote d'Ivoire",80,1.439124107,7.869457245,-0.000313533,7.085686207,0,201.31707,195,-1.157896042,101.2,0.45,0,"Low","Anocracies","High Debt"
"426","426",2011,0,"Cote d'Ivoire",80,1.188172102,7.801395416,-0.008648859,6.748632431,4,206.04172,194,-1.012900949,102.8,0.498,-0.034595437,"Low","Anocracies","High Debt"
"427","427",2012,0,"Cote d'Ivoire",80,1.221403599,7.87920332,0.009973588,0,4,211.02641,194,-0.830383122,103.6,0.522,0.039894354,"Low","Anocracies","No Debt"
"428","428",2006,0,"Ghana",70,3.116219044,7.838665485,0.002373361,3.994204998,8,219.51891,193,-0.0210537,60.5,0.749,0.018986886,"Low","Democratic","High Debt"
"429","429",2007,0,"Ghana",70,5.586606979,7.85529995,0.002122104,4.389413834,8,225.28041,193,0.039046802,61.9,0.744,0.016976833,"Low","Democratic","High Debt"
"430","430",2008,0,"Ghana",70,9.51704216,7.917097092,0.007866936,4.661089897,8,231.15919,196,-0.070542403,64.6,0.744,0.062935486,"Low","Democratic","High Debt"
"431","431",2009,0,"Ghana",70,9.132935524,7.938892841,0.002752998,6.08605051,8,237.13164,194,-0.0072126,66.2,0.729,0.022023981,"Low","Democratic","High Debt"
"432","432",2010,0,"Ghana",70,7.855067253,7.989770889,0.006408708,5.807003021,8,243.17734,192,0.0115234,67.1,0.753,0.051269665,"Low","Democratic","High Debt"
"433","433",2011,0,"Ghana",70,8.207966805,8.096388817,0.013344304,5.730461121,8,249.28503,191,-0.0257114,67.7,0.753,0.10675443,"Low","Democratic","High Debt"
"434","434",2012,0,"Ghana",70,7.855367661,8.16082859,0.007959076,6.016734123,8,255.44565,191,-0.126567602,67.5,0.734,0.06367261,"Low","Democratic","High Debt"
"435","435",2006,0,"Togo",67,4.145413399,7.084431171,0.001561416,31.61585617,-4,57.32175,194,-1.039965034,88.3,0.335,-0.006245666,"Low","Anocracies","High Debt"
"436","436",2007,0,"Togo",67,2.469795704,7.077821255,-0.00093302,28.65725136,-4,58.90414,195,-0.990043819,86.6,0.33,0.00373208,"Low","Anocracies","High Debt"
"437","437",2008,0,"Togo",67,1.602293491,7.073894978,-0.00055473,19.09897232,-4,60.52937,194,-0.973131478,86.8,0.512,0.002218918,"Low","Anocracies","High Debt"
"438","438",2009,0,"Togo",67,1.458073497,7.07967329,0.00081685,18.52898788,-4,62.19761,193,-1.018093944,87.2,0.51,-0.003267401,"Low","Anocracies","High Debt"
"439","439",2010,0,"Togo",67,3.937735319,7.091735363,0.001703761,17.47039032,-2,63.90851,194,-0.95966047,88.1,0.445,-0.003407522,"Low","Anocracies","High Debt"
"440","440",2011,0,"Togo",67,19.37574005,7.112315178,0.002901943,0,-2,65.66179,193,-1.009963989,89.4,0.448,-0.005803887,"Low","Anocracies","No Debt"
"441","441",2012,0,"Togo",67,3.142759562,7.14196682,0.004169056,0,-2,67.45581,193,-1.000224948,87.5,0.432,-0.008338112,"Low","Anocracies","No Debt"
"442","442",2006,0,"Cameroon",85,0.305174798,7.796332836,0.000786546,1.1173563,-4,185.97109,145,-1.086014032,88.4,0.355,-0.003146185,"Low","Anocracies","Low Debt"
"443","443",2007,0,"Cameroon",85,0.846539855,7.802835941,0.000834124,1.066551208,-4,190.781,150,-1.020624995,89.4,0.347,-0.003336494,"Low","Anocracies","Low Debt"
"444","444",2008,0,"Cameroon",85,0.079178527,7.805790424,0.000378642,0.984074771,-4,195.70418,154,-1.022166967,91.2,0.353,-0.001514569,"Low","Anocracies","Low Debt"
"445","445",2009,0,"Cameroon",85,2.856818914,7.799492359,-0.000806845,1.163936019,-4,200.74522,153,-1.003625989,95.3,0.352,0.003227381,"Low","Anocracies","Low Debt"
"446","446",2010,0,"Cameroon",85,2.049213171,7.806269646,0.000868939,1.430628777,-4,205.90666,162,-1.061046958,95.4,0.349,-0.003475758,"Low","Anocracies","Low Debt"
"447","447",2011,0,"Cameroon",85,2.223852396,7.821502686,0.001951385,1.469158053,-4,211.19065,163,-1.145449042,94.6,0.346,-0.007805541,"Low","Anocracies","Low Debt"
"448","448",2012,0,"Cameroon",85,1.812074542,7.84110117,0.002505718,1.758460402,-4,216.59488,166,-1.261325002,93.1,0.363,-0.010022874,"Low","Anocracies","Low Debt"
"449","449",2006,0,"Congo (the Democratic Republic of the)",63,1.772085071,6.400177479,0.003073383,15.57765102,5,579.2684,209,-1.525243044,110.1,0.277,0.015366916,"Low","Anocracies","High Debt"
"450","450",2007,0,"Congo (the Democratic Republic of the)",63,10.80236721,6.428483009,0.004422617,14.35415363,5,598.34875,209,-1.357004046,105.5,0.36,0.022113083,"Low","Anocracies","High Debt"
"451","451",2008,0,"Congo (the Democratic Republic of the)",63,8.726273537,6.45640564,0.00434358,12.3142786,5,618.09278,209,-1.244318962,106.7,0.368,0.0217179,"Low","Anocracies","High Debt"
"452","452",2009,0,"Congo (the Democratic Republic of the)",63,0,6.452157021,-0.000658047,13.38858891,5,638.45097,209,-1.389179945,108.7,0.38,-0.003290236,"Low","Anocracies","High Debt"
"453","453",2010,0,"Congo (the Democratic Republic of the)",63,12.71601295,6.488558292,0.005641721,3.934707165,5,659.38712,209,-1.437921047,109.9,0.352,0.028208606,"Low","Anocracies","High Debt"
"454","454",2011,0,"Congo (the Democratic Republic of the)",63,6.176624775,6.522977829,0.005304651,3.434417963,5,680.87376,209,-1.427513003,108.2,0.355,0.026523255,"Low","Anocracies","High Debt"
"455","455",2012,0,"Congo (the Democratic Republic of the)",63,9.866872787,6.55960083,0.00561446,3.281354189,5,702.9116,209,-1.312268972,111.2,0.316,0.028072301,"Low","Anocracies","High Debt"
"456","456",2006,0,"Uganda",58,6.479820728,7.316850185,0.00473888,4.387605667,-1,290.00925,196,-0.785988092,94.5,0.34,-0.00473888,"Low","Anocracies","High Debt"
"457","457",2007,0,"Uganda",58,6.44527626,7.360800743,0.006006759,6.834065914,-1,299.91958,196,-0.821338117,96.4,0.378,-0.006006759,"Low","Anocracies","High Debt"
"458","458",2008,0,"Uganda",58,5.118754864,7.426471233,0.00892165,7.052371025,-1,310.14427,191,-0.832621813,96.1,0.368,-0.00892165,"Low","Anocracies","High Debt"
"459","459",2009,0,"Uganda",58,4.631929874,7.47069025,0.005954243,7.588785648,-1,320.67125,191,-0.901866972,96.9,0.374,-0.005954243,"Low","Anocracies","High Debt"
"460","460",2010,0,"Uganda",58,2.694240332,7.511362553,0.00544425,8.334323883,-1,331.49417,191,-0.917554677,97.5,0.368,-0.00544425,"Low","Anocracies","High Debt"
"461","461",2011,0,"Uganda",58,4.432457924,7.544380188,0.004395692,9.138539314,-1,342.60342,192,-0.920548797,96.3,0.361,-0.004395692,"Low","Anocracies","High Debt"
"462","462",2012,0,"Uganda",58,5.214905262,7.53757906,-0.000901483,8.796895027,-1,354.0062,192,-0.988455713,96.5,0.37,0.000901483,"Low","Anocracies","High Debt"
"463","463",2006,0,"Kenya",68,0.196219534,7.796679974,0.004532271,10.70293427,8,362.86015,178,-0.933276176,88.6,0.472,0.036258165,"Low","Democratic","High Debt"
"464","464",2007,0,"Kenya",68,2.281243086,7.836709023,0.005134115,9.28750515,7,372.5054,163,-0.970947802,91.3,0.471,0.035938803,"Low","Democratic","High Debt"
"465","465",2008,0,"Kenya",68,0.26629132,7.812698841,-0.003063809,8.498291969,7,382.44442,162,-1.055104017,93.4,0.427,-0.021446664,"Low","Democratic","High Debt"
"466","466",2009,0,"Kenya",68,0.31402719,7.818770409,0.000777141,8.525032997,7,392.69988,165,-1.059960961,101.4,0.405,0.005439986,"Low","Democratic","High Debt"
"467","467",2010,0,"Kenya",68,0.445160538,7.872834682,0.006914677,8.094017029,8,403.28313,166,-0.910031915,100.7,0.442,0.055317417,"Low","Democratic","High Debt"
"468","468",2011,0,"Kenya",68,3.457220316,7.905447006,0.004142386,8.076350212,8,414.19954,168,-0.950201213,98.7,0.405,0.033139091,"Low","Democratic","High Debt"
"469","469",2012,0,"Kenya",68,2.741992474,7.923237324,0.002250387,7.123882771,8,425.42978,167,-1.093515038,98.4,0.444,0.018003099,"Low","Democratic","High Debt"
"470","470",2006,0,"Rwanda",52,0.972106934,7.026639938,0.00917749,5.345578671,-3,92.31041,207,-0.208081603,92.9,0.203,-0.027532469,"Low","Anocracies","High Debt"
